movieId,name,year,Mystery,Drama,Western,Sci-Fi,Horror,Film-Noir,Crime,Romance,Fantasy,Musical,Animation,War,Adventure,Action,(no genres listed),Comedy,Documentary,Children,Thriller,IMAX
621,My Favorite Season,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
626,"Thin Line Between Love and Hate, A",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
627,"Last Supper, The",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
628,Primal Fear,1996,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
630,Carried Away,1996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
631,All Dogs Go to Heaven 2,1996,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False
632,Land and Freedom (Tierra y libertad),1995,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
633,Denise Calls Up,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
635,"Family Thing, A",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
637,Sgt. Bilko,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
638,Jack and Sarah,1995,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
639,Girl 6,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
640,Diabolique,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
647,Courage Under Fire,1996,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
648,Mission: Impossible,1996,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
650,Moll Flanders,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
651,"Superweib, Das",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
653,Dragonheart,1996,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
656,Eddie,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
659,Purple Noon (Plein soleil),1960,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
661,James and the Giant Peach,1996,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False
662,Fear,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
663,Kids in the Hall: Brain Candy,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
664,Faithful,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
665,Underground,1995,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),1996,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
668,Song of the Little Road (Pather Panchali),1955,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
670,"World of Apu, The (Apur Sansar)",1959,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
671,Mystery Science Theater 3000: The Movie,1996,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
673,Space Jam,1996,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
674,Barbarella,1968,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
678,Some Folks Call It a Sling Blade,1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
679,"Run of the Country, The",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
680,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",1965,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
681,Coup de torchon (Clean Slate),1981,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
685,It's My Party,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
687,Country Life,1994,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
688,Operation Dumbo Drop,1995,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False
690,"Promise, The (Versprechen, Das)",1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
691,Mrs. Winterbourne,1996,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
692,Solo,1996,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
694,"Substitute, The",1996,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
695,True Crime,1996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
696,Butterfly Kiss,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
697,Feeling Minnesota,1996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
698,Delta of Venus,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
700,Angus,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
702,Faces,1968,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
703,Boys,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
704,"Quest, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
705,Cosi,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
707,Mulholland Falls,1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
708,"Truth About Cats & Dogs, The",1996,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
709,Oliver & Company,1988,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False
710,Celtic Pride,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
711,Flipper,1996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
714,Dead Man,1995,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
715,"Horseman on the Roof, The (Hussard sur le toit, Le)",1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
718,"Visitors, The (Visiteurs, Les)",1993,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
719,Multiplicity,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
720,Wallace & Gromit: The Best of Aardman Animation,1996,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
721,Halfmoon (Paul Bowles - Halbmond),1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
722,"Haunted World of Edward D. Wood Jr., The",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
724,"Craft, The",1996,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
725,"Great White Hype, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
726,Last Dance,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
728,Cold Comfort Farm,1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
731,Heaven's Prisoners,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
733,"Rock, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
735,Cemetery Man (Dellamorte Dellamore),1994,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
736,Twister,1996,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
737,Barb Wire,1996,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
741,Ghost in the Shell (Kôkaku kidôtai),1995,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
742,Thinner,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
743,Spy Hard,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
745,Wallace & Gromit: A Close Shave,1995,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
746,Force of Evil,1948,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
747,"Stupids, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
748,"Arrival, The",1996,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
753,"Month by the Lake, A",1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
754,Gold Diggers: The Secret of Bear Mountain,1995,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
755,Kim,1950,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
756,Carmen Miranda: Bananas Is My Business,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
757,Ashes of Time (Dung che sai duk),1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
759,Maya Lin: A Strong Clear Vision,1994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
760,Stalingrad,1993,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
761,"Phantom, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
762,Striptease,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
764,Heavy,1995,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
765,Jack,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
766,I Shot Andy Warhol,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
767,"Grass Harp, The",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
769,Marlene Dietrich: Shadow and Light,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
775,Spirits of the Dead,1968,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
778,Trainspotting,1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
779,'Til There Was You,1997,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
780,Independence Day (a.k.a. ID4),1996,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
781,Stealing Beauty,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782,"Fan, The",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
783,"Hunchback of Notre Dame, The",1996,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False
784,"Cable Guy, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
785,Kingpin,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
786,Eraser,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
787,"Gate of Heavenly Peace, The",1995,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
788,"Nutty Professor, The",1996,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),1993,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798,Daylight,1996,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
799,"Frighteners, The",1996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
800,Lone Star,1996,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801,Harriet the Spy,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
802,Phenomenon,1996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
803,Walking and Talking,1996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
804,She's the One,1996,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
805,"Time to Kill, A",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
806,American Buffalo,1996,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
808,Alaska,1996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
809,Fled,1996,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
810,Kazaam,1996,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
813,Larger Than Life,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
816,Two Deaths,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818,"Very Brady Sequel, A",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
820,"Death in the Garden (Mort en ce jardin, La)",1956,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
824,Kaspar Hauser,1993,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
828,"Adventures of Pinocchio, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
829,Joe's Apartment,1996,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
830,"First Wives Club, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
831,Stonewall,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
832,Ransom,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
833,High School High,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
834,Phat Beach,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
835,Foxfire,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
836,Chain Reaction,1996,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
837,Matilda,1996,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
838,Emma,1996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
839,"Crow: City of Angels, The",1996,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
840,House Arrest,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
841,"Eyes Without a Face (Yeux sans visage, Les)",1959,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
842,Tales from the Crypt Presents: Bordello of Blood,1996,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
844,"Story of Xinghua, The (Xinghua san yue tian)",1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
845,"Day the Sun Turned Cold, The (Tianguo niezi)",1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
846,Flirt,1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
848,"Spitfire Grill, The",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
849,Escape from L.A.,1996,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
850,Cyclo (Xich lo),1995,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
851,Basquiat,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
852,Tin Cup,1996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
854,"Ballad of Narayama, The (Narayama Bushiko)",1958,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
858,"Godfather, The",1972,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),1992,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
864,"Wife, The",1995,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
865,Small Faces,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
866,Bound,1996,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
867,Carpool,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
869,Kansas City,1996,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
870,Gone Fishin',1997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
872,Vive L'Amour (Ai qing wan sui),1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
875,Nothing to Lose,1994,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
876,Supercop 2 (Project S) (Chao ji ji hua),1993,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
879,"Relic, The",1997,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
880,"Island of Dr. Moreau, The",1996,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
881,First Kid,1996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
882,"Trigger Effect, The",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
885,Bogus,1996,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
886,Bulletproof,1996,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
888,Land Before Time III: The Time of the Great Giving,1995,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False
889,1-900 (06),1994,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),1995,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
892,Twelfth Night,1996,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
893,Mother Night,1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
896,Wild Reeds (Les roseaux sauvages),1994,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
897,For Whom the Bell Tolls,1943,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
898,"Philadelphia Story, The",1940,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
899,Singin' in the Rain,1952,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
900,"American in Paris, An",1951,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
901,Funny Face,1957,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
902,Breakfast at Tiffany's,1961,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
903,Vertigo,1958,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
904,Rear Window,1954,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
905,It Happened One Night,1934,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
906,Gaslight,1944,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
907,"Gay Divorcee, The",1934,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
908,North by Northwest,1959,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
909,"Apartment, The",1960,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
910,Some Like It Hot,1959,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
911,Charade,1963,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False
912,Casablanca,1942,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
913,"Maltese Falcon, The",1941,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
914,My Fair Lady,1964,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
915,Sabrina,1954,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
916,Roman Holiday,1953,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
917,"Little Princess, The",1939,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
918,Meet Me in St. Louis,1944,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
919,"Wizard of Oz, The",1939,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False
920,Gone with the Wind,1939,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
921,My Favorite Year,1982,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
922,Sunset Blvd. (a.k.a. Sunset Boulevard),1950,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
923,Citizen Kane,1941,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
924,2001: A Space Odyssey,1968,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
926,All About Eve,1950,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
927,"Women, The",1939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
928,Rebecca,1940,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
929,Foreign Correspondent,1940,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
930,Notorious,1946,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
931,Spellbound,1945,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
932,"Affair to Remember, An",1957,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
933,To Catch a Thief,1955,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
934,Father of the Bride,1950,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
935,"Band Wagon, The",1953,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
936,Ninotchka,1939,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
937,Love in the Afternoon,1957,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
938,Gigi,1958,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
939,"Reluctant Debutante, The",1958,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
940,"Adventures of Robin Hood, The",1938,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
941,"Mark of Zorro, The",1940,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
942,Laura,1944,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
943,"Ghost and Mrs. Muir, The",1947,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
944,Lost Horizon,1937,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
945,Top Hat,1935,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
946,To Be or Not to Be,1942,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
947,My Man Godfrey,1936,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
948,Giant,1956,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
949,East of Eden,1955,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
950,"Thin Man, The",1934,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
951,His Girl Friday,1940,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
952,Around the World in 80 Days,1956,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
953,It's a Wonderful Life,1946,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
954,Mr. Smith Goes to Washington,1939,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
955,Bringing Up Baby,1938,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
956,Penny Serenade,1941,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
957,"Scarlet Letter, The",1926,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
960,Angel on My Shoulder,1946,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
961,Little Lord Fauntleroy,1936,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
962,They Made Me a Criminal,1939,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
963,"Inspector General, The",1949,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
964,Angel and the Badman,1947,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
965,"39 Steps, The",1935,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
966,A Walk in the Sun,1945,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
968,Night of the Living Dead,1968,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
969,"African Queen, The",1951,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False
970,Beat the Devil,1953,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
971,Cat on a Hot Tin Roof,1958,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
972,"Last Time I Saw Paris, The",1954,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
973,Meet John Doe,1941,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
976,"Farewell to Arms, A",1932,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie)",1985,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
981,Dangerous Ground,1997,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
982,Picnic,1955,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
984,"Pompatus of Love, The",1996,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
